Enode,Name,Busbar,Substation,Area,ReportNode
N220049,MIDLAND 4 1,,MIDLAND 4,,1
N220050,ODESSA 2 1,,ODESSA 2,,1
N220051,MIDKIFF 2 1,,MIDKIFF 2,,1
N220052,NOTREES 3 1,,NOTREES 3,,1
N220053,ODESSA 3 1,,ODESSA 3,,1
N220054,NOTREES 4 1,,NOTREES 4,,1
N220055,GOLDSMITH 2 1,,GOLDSMITH 2,,1
N220056,MIDLAND 5 1,,MIDLAND 5,,1
N220057,FORSAN 1 1,,FORSAN 1,,1
N220058,COAHOMA 3 1,,COAHOMA 3,,1
N220059,COAHOMA 4 1,,COAHOMA 4,,1
N220060,TARZAN 1 1,,TARZAN 1,,1
N220061,LAMESA 1 1,,LAMESA 1,,1
N220062,STANTON 2 1,,STANTON 2,,1
N220063,ACKERLY 1 1,,ACKERLY 1,,1
N220064,FORSAN 2 1,,FORSAN 2,,1
N220065,IRA 4 1,,IRA 4,,1
N220066,GARDEN CITY 1 1,,GARDEN CITY 1,,1
N220067,ANDREWS 1 1,,ANDREWS 1,,1
N220068,MONAHANS 1 1,,MONAHANS 1,,1
N220069,TARZAN 2 1,,TARZAN 2,,1
N220070,KERMIT 1 1,,KERMIT 1,,1
N220071,BARSTOW 1 1,,BARSTOW 1,,1
N220072,CRANE 1 1,,CRANE 1,,1
N220073,GARDEN CITY 2 1,,GARDEN CITY 2,,1
N220074,MIDKIFF 3 1,,MIDKIFF 3,,1
N220075,RANKIN 1 1,,RANKIN 1,,1
N220076,ANDREWS 2 1,,ANDREWS 2,,1
N220077,MENTONE 1 1,,MENTONE 1,,1
N220078,GRANDFALLS 1 1,,GRANDFALLS 1,,1
N220079,ODESSA 4 1,,ODESSA 4,,1
N220080,ODESSA 5 1,,ODESSA 5,,1
N220081,ODESSA 6 1,,ODESSA 6,,1
N220082,ODESSA 7 1,,ODESSA 7,,1
N220083,ODESSA 8 1,,ODESSA 8,,1
N220084,GARDENDALE 3 1,,GARDENDALE 3,,1
N220085,ODESSA 9 1,,ODESSA 9,,1
N220086,ODESSA 10 1,,ODESSA 10,,1
N220087,ODESSA 11 1,,ODESSA 11,,1
N220088,ODESSA 12 1,,ODESSA 12,,1
N220089,ODESSA 13 1,,ODESSA 13,,1
N220090,ODESSA 14 1,,ODESSA 14,,1
N220091,MIDLAND 6 1,,MIDLAND 6,,1
N220092,MIDLAND 7 1,,MIDLAND 7,,1
N220093,MIDLAND 8 1,,MIDLAND 8,,1
N220094,GARDENDALE 4 1,,GARDENDALE 4,,1
N220095,MIDLAND 9 1,,MIDLAND 9,,1
N220096,MIDLAND 10 1,,MIDLAND 10,,1
N220097,MIDLAND 11 1,,MIDLAND 11,,1
N220098,MIDLAND 12 1,,MIDLAND 12,,1
N220099,MIDLAND 13 1,,MIDLAND 13,,1
N220100,MIDLAND 13 2,,MIDLAND 13,,1
N220101,MIDLAND 14 1,,MIDLAND 14,,1
N220102,MIDLAND 15 1,,MIDLAND 15,,1
N220103,MIDLAND 16 1,,MIDLAND 16,,1
N220104,MIDLAND 17 1,,MIDLAND 17,,1
N220105,MIDLAND 18 1,,MIDLAND 18,,1
N220106,MIDLAND 19 1,,MIDLAND 19,,1
N220107,MIDLAND 20 1,,MIDLAND 20,,1
N220108,MIDLAND 21 1,,MIDLAND 21,,1
N220109,MIDLAND 22 1,,MIDLAND 22,,1
N220110,MIDLAND 23 1,,MIDLAND 23,,1
N220111,BIG SPRING 4 1,,BIG SPRING 4,,1
N220112,BIG SPRING 5 1,,BIG SPRING 5,,1
N220113,BIG SPRING 6 1,,BIG SPRING 6,,1
N220114,BIG SPRING 7 1,,BIG SPRING 7,,1
N220115,ODESSA 15 1,,ODESSA 15,,1
N220116,ODESSA 16 1,,ODESSA 16,,1
N220117,ODESSA 17 1,,ODESSA 17,,1
N220118,GOLDSMITH 3 1,,GOLDSMITH 3,,1
N220119,WICKETT 1 1,,WICKETT 1,,1
N220120,WICKETT 1 2,,WICKETT 1,,1
N220121,WICKETT 1 3,,WICKETT 1,,1
N220122,WICKETT 1 4,,WICKETT 1,,1
N220123,WICKETT 1 5,,WICKETT 1,,1
N220124,WICKETT 1 6,,WICKETT 1,,1
N220125,WICKETT 1 7,,WICKETT 1,,1
N220126,WICKETT 1 8,,WICKETT 1,,1
N220127,WICKETT 1 9,,WICKETT 1,,1
N220128,BIG SPRING 8 1,,BIG SPRING 8,,1
N220129,BIG SPRING 8 2,,BIG SPRING 8,,1
N220130,BIG SPRING 8 3,,BIG SPRING 8,,1
N220131,BIG SPRING 8 4,,BIG SPRING 8,,1
N220132,BIG SPRING 8 5,,BIG SPRING 8,,1
N220133,BIG SPRING 8 6,,BIG SPRING 8,,1
N220134,BIG SPRING 8 7,,BIG SPRING 8,,1
N220135,BIG SPRING 9 1,,BIG SPRING 9,,1
N220136,BIG SPRING 9 2,,BIG SPRING 9,,1
N220137,IRAAN 2 1,,IRAAN 2,,1
N220138,IRAAN 2 2,,IRAAN 2,,1
N220139,IRAAN 2 3,,IRAAN 2,,1
N220140,IRAAN 2 4,,IRAAN 2,,1
N220141,ODESSA 18 1,,ODESSA 18,,1
N220142,ODESSA 18 2,,ODESSA 18,,1
N220143,ODESSA 18 3,,ODESSA 18,,1
N220144,ODESSA 18 4,,ODESSA 18,,1
N220145,ODESSA 18 5,,ODESSA 18,,1
N220146,ODESSA 18 6,,ODESSA 18,,1
N220147,ODESSA 18 7,,ODESSA 18,,1
N220148,MC CAMEY 2 1,,MC CAMEY 2,,1
N220149,MC CAMEY 2 2,,MC CAMEY 2,,1
N220150,IRAAN 3 1,,IRAAN 3,,1
N220151,IRAAN 3 2,,IRAAN 3,,1
N220152,IMPERIAL 1 1,,IMPERIAL 1,,1
N220153,IMPERIAL 1 2,,IMPERIAL 1,,1
N220154,IMPERIAL 2 1,,IMPERIAL 2,,1
N220155,IMPERIAL 2 2,,IMPERIAL 2,,1
N220156,IMPERIAL 2 3,,IMPERIAL 2,,1
N220157,IRAAN 4 1,,IRAAN 4,,1
N220158,IRAAN 4 2,,IRAAN 4,,1
N220159,IRAAN 4 3,,IRAAN 4,,1
N220160,ODESSA 19 1,,ODESSA 19,,1
N220161,ODESSA 19 2,,ODESSA 19,,1
N220162,ODESSA 19 3,,ODESSA 19,,1
N220163,ODESSA 19 4,,ODESSA 19,,1
N220164,ODESSA 19 5,,ODESSA 19,,1
N220165,ODESSA 19 6,,ODESSA 19,,1
N220166,ODESSA 19 7,,ODESSA 19,,1
N220167,ODESSA 19 8,,ODESSA 19,,1
N220168,FORSAN 3 1,,FORSAN 3,,1
N220169,FORSAN 3 2,,FORSAN 3,,1
N220170,FORSAN 4 1,,FORSAN 4,,1
N220171,FORSAN 4 2,,FORSAN 4,,1
N220172,LENORAH 1 1,,LENORAH 1,,1
N220173,LENORAH 1 2,,LENORAH 1,,1
N220174,LENORAH 1 3,,LENORAH 1,,1
N220175,BIG SPRING 10 1,,BIG SPRING 10,,1
N220176,BIG SPRING 10 2,,BIG SPRING 10,,1
N220177,IRAAN 5 1,,IRAAN 5,,1
N220178,IRAAN 5 2,,IRAAN 5,,1
N220179,FORSAN 5 1,,FORSAN 5,,1
N220180,FORSAN 5 2,,FORSAN 5,,1
N220181,FORSAN 5 3,,FORSAN 5,,1
N220182,FORSAN 6 1,,FORSAN 6,,1
N220183,FORSAN 6 2,,FORSAN 6,,1
N220184,FORSAN 7 1,,FORSAN 7,,1
N220185,FORSAN 7 2,,FORSAN 7,,1
N220186,FORSAN 7 3,,FORSAN 7,,1
N220187,FORSAN 8 1,,FORSAN 8,,1
N220188,FORSAN 8 2,,FORSAN 8,,1
N220189,GOLDSMITH 4 1,,GOLDSMITH 4,,1
N220190,GOLDSMITH 4 2,,GOLDSMITH 4,,1
N220191,GOLDSMITH 4 3,,GOLDSMITH 4,,1
N220192,GOLDSMITH 4 4,,GOLDSMITH 4,,1
N220194,FORT STOCKTON 3 1,,FORT STOCKTON 3,,1
N220195,FORT STOCKTON 3 2,,FORT STOCKTON 3,,1
N220197,GOLDSMITH 5 1,,GOLDSMITH 5,,1
N220198,GOLDSMITH 5 2,,GOLDSMITH 5,,1
N220199,GOLDSMITH 5 3,,GOLDSMITH 5,,1
N220200,PRESIDIO 4 1,,PRESIDIO 4,,1
N220201,PRESIDIO 4 2,,PRESIDIO 4,,1
N220202,SARAGOSA 1 1,,SARAGOSA 1,,1
N220203,SARAGOSA 1 2,,SARAGOSA 1,,1
N220204,MC CAMEY 3 1,,MC CAMEY 3,,1
N220205,MC CAMEY 3 2,,MC CAMEY 3,,1
N220206,MC CAMEY 3 3,,MC CAMEY 3,,1
N220208,ACKERLY 2 1,,ACKERLY 2,,1
N220209,ACKERLY 2 2,,ACKERLY 2,,1
N220210,GARDEN CITY 3 1,,GARDEN CITY 3,,1
N220211,GARDEN CITY 3 2,,GARDEN CITY 3,,1
N220212,GARDEN CITY 3 3,,GARDEN CITY 3,,1
N220213,GARDEN CITY 3 4,,GARDEN CITY 3,,1
N220214,GARDEN CITY 3 5,,GARDEN CITY 3,,1
N220215,GARDEN CITY 4 1,,GARDEN CITY 4,,1
N220216,GARDEN CITY 4 2,,GARDEN CITY 4,,1
N220218,SARAGOSA 2 1,,SARAGOSA 2,,1
N220219,SARAGOSA 2 2,,SARAGOSA 2,,1
N220221,FORT STOCKTON 4 1,,FORT STOCKTON 4,,1
N220222,FORT STOCKTON 4 2,,FORT STOCKTON 4,,1
N220223,MC CAMEY 4 1,,MC CAMEY 4,,1
N220224,MC CAMEY 4 2,,MC CAMEY 4,,1
N220225,MC CAMEY 4 3,,MC CAMEY 4,,1
N220227,LAMESA 2 1,,LAMESA 2,,1
N220228,LAMESA 2 2,,LAMESA 2,,1
N220229,MC CAMEY 5 1,,MC CAMEY 5,,1
N220230,MC CAMEY 5 2,,MC CAMEY 5,,1
N220231,PRESIDIO 5 1,,PRESIDIO 5,,1
N220232,PRESIDIO 5 2,,PRESIDIO 5,,1
N220233,MC CAMEY 6 1,,MC CAMEY 6,,1
N220234,MC CAMEY 6 2,,MC CAMEY 6,,1
N220235,MC CAMEY 7 1,,MC CAMEY 7,,1
N220236,MC CAMEY 7 2,,MC CAMEY 7,,1
N220238,MARATHON 2 1,,MARATHON 2,,1
N220239,MARATHON 2 2,,MARATHON 2,,1
N220240,MARATHON 2 3,,MARATHON 2,,1
N220241,MARATHON 2 4,,MARATHON 2,,1
N220242,BIG SPRING 11 1,,BIG SPRING 11,,1
N220243,BIG SPRING 11 2,,BIG SPRING 11,,1
N220244,MC CAMEY 8 1,,MC CAMEY 8,,1
N220245,MC CAMEY 8 2,,MC CAMEY 8,,1
N220246,LAMESA 3 1,,LAMESA 3,,1
N220247,LAMESA 3 2,,LAMESA 3,,1
N220248,KERMIT 2 1,,KERMIT 2,,1
N220249,KERMIT 2 2,,KERMIT 2,,1
N220250,KERMIT 2 3,,KERMIT 2,,1
N220252,PECOS 3 1,,PECOS 3,,1
N220253,PECOS 3 2,,PECOS 3,,1
N220255,ANDREWS 3 1,,ANDREWS 3,,1
N220256,ANDREWS 3 2,,ANDREWS 3,,1
N230001,SCHULENBURG 2 1,,SCHULENBURG 2,,1
N230002,SCHULENBURG 3 1,,SCHULENBURG 3,,1
N230003,OAKLAND 1 1,,OAKLAND 1,,1
N230004,WEIMAR 1 1,,WEIMAR 1,,1
N230005,WEIMAR 2 1,,WEIMAR 2,,1
N230006,ROCK ISLAND 1 1,,ROCK ISLAND 1,,1
N230007,SHERIDAN 1 1,,SHERIDAN 1,,1
N230008,GLIDDEN 1 1,,GLIDDEN 1,,1
N230009,SHERIDAN 2 1,,SHERIDAN 2,,1
N230010,DIME BOX 1 1,,DIME BOX 1,,1
N230011,CARMINE 1 1,,CARMINE 1,,1
N230012,LEXINGTON 1 1,,LEXINGTON 1,,1
N230013,LEXINGTON 2 1,,LEXINGTON 2,,1
N230014,LINCOLN 2 1,,LINCOLN 2,,1
N230015,LEDBETTER 1 1,,LEDBETTER 1,,1
N230016,BRENHAM 1 1,,BRENHAM 1,,1
N230017,BRENHAM 2 1,,BRENHAM 2,,1
N230018,BURTON 1 1,,BURTON 1,,1
N230019,ROUND TOP 1 1,,ROUND TOP 1,,1
N230020,LA GRANGE 2 1,,LA GRANGE 2,,1
N230021,ROUND TOP 2 1,,ROUND TOP 2,,1
N230022,LA GRANGE 3 1,,LA GRANGE 3,,1
N230023,FAYETTEVILLE 1 1,,FAYETTEVILLE 1,,1
N230024,BURTON 2 1,,BURTON 2,,1
N230025,INDUSTRY 1 1,,INDUSTRY 1,,1
N230026,INDUSTRY 2 1,,INDUSTRY 2,,1
N230027,BLEIBLERVILLE 1 1,,BLEIBLERVILLE 1,,1
N230028,NEW ULM 1 1,,NEW ULM 1,,1
N230029,GLIDDEN 2 1,,GLIDDEN 2,,1
N230030,GLIDDEN 3 1,,GLIDDEN 3,,1
N230031,DIME BOX 2 1,,DIME BOX 2,,1
N230033,COLUMBUS 1 1,,COLUMBUS 1,,1
N230034,ELLINGER 1 1,,ELLINGER 1,,1
N230035,SCHULENBURG 4 1,,SCHULENBURG 4,,1
N230036,GIDDINGS 2 1,,GIDDINGS 2,,1
N230037,SEALY 6 1,,SEALY 6,,1
N230038,HEMPSTEAD 1 1,,HEMPSTEAD 1,,1
N230039,SEALY 7 1,,SEALY 7,,1
N230040,BELLVILLE 1 1,,BELLVILLE 1,,1
N230041,ALLEYTON 1 1,,ALLEYTON 1,,1
N230042,BELLVILLE 2 1,,BELLVILLE 2,,1
N230043,BRENHAM 3 1,,BRENHAM 3,,1
N230044,BRENHAM 4 1,,BRENHAM 4,,1
N230045,WASHINGTON 1 1,,WASHINGTON 1,,1
N230046,WASHINGTON 2 1,,WASHINGTON 2,,1
N230047,WASHINGTON 3 1,,WASHINGTON 3,,1
N230048,WASHINGTON 4 1,,WASHINGTON 4,,1
N230049,CHAPPELL HILL 1 1,,CHAPPELL HILL 1,,1
N230050,CHAPPELL HILL 2 1,,CHAPPELL HILL 2,,1
N230051,PRAIRIE VIEW 2 1,,PRAIRIE VIEW 2,,1
N230052,HEMPSTEAD 2 1,,HEMPSTEAD 2,,1
N230053,PLANTERSVILLE 1 1,,PLANTERSVILLE 1,,1
N230054,PRAIRIE VIEW 3 1,,PRAIRIE VIEW 3,,1
N230055,BLEIBLERVILLE 2 1,,BLEIBLERVILLE 2,,1
N230056,BELLVILLE 3 1,,BELLVILLE 3,,1
N230057,BLEIBLERVILLE 3 1,,BLEIBLERVILLE 3,,1
N230058,CAT SPRING 1 1,,CAT SPRING 1,,1
N230059,CAT SPRING 2 1,,CAT SPRING 2,,1
N230060,ALLEYTON 2 1,,ALLEYTON 2,,1
N230061,ALLEYTON 3 1,,ALLEYTON 3,,1
N230062,ALTAIR 2 1,,ALTAIR 2,,1
N230063,PRAIRIE VIEW 4 1,,PRAIRIE VIEW 4,,1
N230064,HEMPSTEAD 3 1,,HEMPSTEAD 3,,1
N230065,SEALY 8 1,,SEALY 8,,1
N230066,BELLVILLE 4 1,,BELLVILLE 4,,1
N230067,SCHULENBURG 5 1,,SCHULENBURG 5,,1
N230068,BRENHAM 5 1,,BRENHAM 5,,1
N230069,BRENHAM 5 2,,BRENHAM 5,,1
N230070,LA GRANGE 4 1,,LA GRANGE 4,,1
N230071,COLUMBUS 2 1,,COLUMBUS 2,,1
N230072,HEMPSTEAD 4 1,,HEMPSTEAD 4,,1
N230073,HEMPSTEAD 4 2,,HEMPSTEAD 4,,1
N230074,BRENHAM 6 1,,BRENHAM 6,,1
N230075,GIDDINGS 3 1,,GIDDINGS 3,,1
N230076,GIDDINGS 4 1,,GIDDINGS 4,,1
N230077,COLUMBUS 3 1,,COLUMBUS 3,,1
N230078,HEMPSTEAD 5 1,,HEMPSTEAD 5,,1
N230079,NAVASOTA 1 1,,NAVASOTA 1,,1
N230080,IOLA 1 1,,IOLA 1,,1
N230081,IOLA 1 2,,IOLA 1,,1
N230082,MADISONVILLE 1 1,,MADISONVILLE 1,,1
N230083,MIDWAY 1 1,,MIDWAY 1,,1
N230084,COLLEGE STATION 1 1,,COLLEGE STATION 1,,1
N230085,HUNTSVILLE 1 1,,HUNTSVILLE 1,,1
N230086,PLANTERSVILLE 2 1,,PLANTERSVILLE 2,,1
N230087,DODGE 1 1,,DODGE 1,,1
N230088,RICHARDS 1 1,,RICHARDS 1,,1
N230089,SNOOK 1 1,,SNOOK 1,,1
N230090,IOLA 2 1,,IOLA 2,,1
N230091,IOLA 3 1,,IOLA 3,,1
N230092,SHIRO 1 1,,SHIRO 1,,1
N230093,ANDERSON 1 1,,ANDERSON 1,,1
N230094,BEDIAS 1 1,,BEDIAS 1,,1
N230095,WASHINGTON 5 1,,WASHINGTON 5,,1
N230096,PLANTERSVILLE 3 1,,PLANTERSVILLE 3,,1
N230097,PLANTERSVILLE 4 1,,PLANTERSVILLE 4,,1
N230098,MADISONVILLE 2 1,,MADISONVILLE 2,,1
N230099,MIDWAY 2 1,,MIDWAY 2,,1
N230100,NORTH ZULCH 1 1,,NORTH ZULCH 1,,1
N230101,NORTH ZULCH 2 1,,NORTH ZULCH 2,,1
N230102,MADISONVILLE 3 1,,MADISONVILLE 3,,1
N230103,MIDWAY 3 1,,MIDWAY 3,,1
N230104,HUNTSVILLE 2 1,,HUNTSVILLE 2,,1
N230105,RIVERSIDE 1 1,,RIVERSIDE 1,,1
N230106,SHIRO 2 1,,SHIRO 2,,1
N230107,PLANTERSVILLE 5 1,,PLANTERSVILLE 5,,1
N230108,NORMANGEE 1 1,,NORMANGEE 1,,1
N230109,NORTH ZULCH 3 1,,NORTH ZULCH 3,,1
N230110,IOLA 4 1,,IOLA 4,,1
N230111,NAVASOTA 2 1,,NAVASOTA 2,,1
N230112,HUNTSVILLE 3 1,,HUNTSVILLE 3,,1
N230113,NEW WAVERLY 6 1,,NEW WAVERLY 6,,1
N230114,LEONA 1 1,,LEONA 1,,1
N230115,LOVELADY 1 1,,LOVELADY 1,,1
N230116,NAVASOTA 3 1,,NAVASOTA 3,,1
N230117,HEARNE 1 1,,HEARNE 1,,1
N230118,CALDWELL 1 1,,CALDWELL 1,,1
N230119,MILANO 1 1,,MILANO 1,,1
N230120,ROCKDALE 1 1,,ROCKDALE 1,,1
N230121,ROCKDALE 2 1,,ROCKDALE 2,,1
N230122,ROSEBUD 3 1,,ROSEBUD 3,,1
N230123,MILANO 2 1,,MILANO 2,,1
N230124,DIME BOX 3 1,,DIME BOX 3,,1
N230125,GAUSE 1 1,,GAUSE 1,,1
N230126,CALDWELL 2 1,,CALDWELL 2,,1
N230127,CALDWELL 3 1,,CALDWELL 3,,1
N230128,MUMFORD 1 1,,MUMFORD 1,,1
N230129,HEARNE 2 1,,HEARNE 2,,1
N230130,SOMERVILLE 1 1,,SOMERVILLE 1,,1
N230131,SNOOK 2 1,,SNOOK 2,,1
N230132,BRYAN 1 1,,BRYAN 1,,1
N230133,SNOOK 3 1,,SNOOK 3,,1
N230134,CALVERT 1 1,,CALVERT 1,,1
N230135,CAMERON 1 1,,CAMERON 1,,1
N230136,CALVERT 2 1,,CALVERT 2,,1
N230137,CAMERON 2 1,,CAMERON 2,,1
N230138,CAMERON 3 1,,CAMERON 3,,1
N230139,MILANO 3 1,,MILANO 3,,1
N230140,CALDWELL 4 1,,CALDWELL 4,,1
N230141,SOMERVILLE 2 1,,SOMERVILLE 2,,1
N230142,REAGAN 1 1,,REAGAN 1,,1
N230143,CALVERT 3 1,,CALVERT 3,,1
N230144,FRANKLIN 1 1,,FRANKLIN 1,,1
N230145,ROCKDALE 3 1,,ROCKDALE 3,,1
N230146,HEARNE 3 1,,HEARNE 3,,1
N230147,HEARNE 4 1,,HEARNE 4,,1
N230148,SNOOK 4 1,,SNOOK 4,,1
N230149,BREMOND 1 1,,BREMOND 1,,1
N230150,MEXIA 1 1,,MEXIA 1,,1
N230151,DONIE 1 1,,DONIE 1,,1
N230152,DONIE 2 1,,DONIE 2,,1
N230153,BREMOND 2 1,,BREMOND 2,,1
N230154,MART 3 1,,MART 3,,1
N230155,TEAGUE 1 1,,TEAGUE 1,,1
N230156,GROESBECK 1 1,,GROESBECK 1,,1
N230157,GROESBECK 2 1,,GROESBECK 2,,1
N230158,THORNTON 1 1,,THORNTON 1,,1
N230159,KOSSE 1 1,,KOSSE 1,,1
N230160,TEAGUE 2 1,,TEAGUE 2,,1
N230161,BUFFALO 1 1,,BUFFALO 1,,1
N230162,JEWETT 1 1,,JEWETT 1,,1
N230163,BUFFALO 2 1,,BUFFALO 2,,1
N230164,JEWETT 2 1,,JEWETT 2,,1
N230165,KOSSE 2 1,,KOSSE 2,,1
N230166,KOSSE 3 1,,KOSSE 3,,1
N230167,FRANKLIN 2 1,,FRANKLIN 2,,1
N230168,FRANKLIN 3 1,,FRANKLIN 3,,1
N230169,FLYNN 1 1,,FLYNN 1,,1
N230170,JEWETT 3 1,,JEWETT 3,,1
N230171,LEONA 2 1,,LEONA 2,,1
N230172,NORMANGEE 2 1,,NORMANGEE 2,,1
N230173,MARQUEZ 1 1,,MARQUEZ 1,,1
N230174,MARQUEZ 2 1,,MARQUEZ 2,,1
N230175,REAGAN 2 1,,REAGAN 2,,1
N230176,GROESBECK 3 1,,GROESBECK 3,,1
N230177,FRANKLIN 4 1,,FRANKLIN 4,,1
N230178,BUFFALO 3 1,,BUFFALO 3,,1
N230179,MART 4 1,,MART 4,,1
N230180,THORNTON 2 1,,THORNTON 2,,1
N230181,CENTERVILLE 1 1,,CENTERVILLE 1,,1
N230182,BUFFALO 4 1,,BUFFALO 4,,1
N230183,CENTERVILLE 2 1,,CENTERVILLE 2,,1
N230184,CROCKETT 1 1,,CROCKETT 1,,1
N230185,LOVELADY 2 1,,LOVELADY 2,,1
N230186,CROCKETT 2 1,,CROCKETT 2,,1
N230187,PENNINGTON 1 1,,PENNINGTON 1,,1
N230188,CENTERVILLE 3 1,,CENTERVILLE 3,,1
N230189,LOVELADY 3 1,,LOVELADY 3,,1
N230190,CENTERVILLE 4 1,,CENTERVILLE 4,,1
N230191,RICHARDS 2 1,,RICHARDS 2,,1
N230192,PLANTERSVILLE 6 1,,PLANTERSVILLE 6,,1
N230193,MONTGOMERY 5 1,,MONTGOMERY 5,,1
N230194,MONTGOMERY 6 1,,MONTGOMERY 6,,1
N230195,MONTGOMERY 7 1,,MONTGOMERY 7,,1
N230196,RICHARDS 3 1,,RICHARDS 3,,1
N230197,PLANTERSVILLE 7 1,,PLANTERSVILLE 7,,1
N230198,JEWETT 4 1,,JEWETT 4,,1
N230199,FRANKLIN 5 1,,FRANKLIN 5,,1
N230200,LEONA 3 1,,LEONA 3,,1
N230201,NORMANGEE 3 1,,NORMANGEE 3,,1
N230202,NORMANGEE 4 1,,NORMANGEE 4,,1
N230203,NORTH ZULCH 4 1,,NORTH ZULCH 4,,1
N230204,MADISONVILLE 4 1,,MADISONVILLE 4,,1
N230205,BEDIAS 2 1,,BEDIAS 2,,1
N230206,BRYAN 2 1,,BRYAN 2,,1
N230207,CALDWELL 5 1,,CALDWELL 5,,1
N230208,CALDWELL 5 2,,CALDWELL 5,,1
N230209,BRYAN 3 1,,BRYAN 3,,1
N230210,BRYAN 4 1,,BRYAN 4,,1
N230211,COLLEGE STATION 2 1,,COLLEGE STATION 2,,1
N230212,NAVASOTA 4 1,,NAVASOTA 4,,1
N230213,HEARNE 5 1,,HEARNE 5,,1
N230214,CAMERON 4 1,,CAMERON 4,,1
N230215,BRYAN 5 1,,BRYAN 5,,1
N230216,COLLEGE STATION 3 1,,COLLEGE STATION 3,,1
N230217,SOMERVILLE 3 1,,SOMERVILLE 3,,1
N230218,ROCKDALE 4 1,,ROCKDALE 4,,1
N230219,BRYAN 6 1,,BRYAN 6,,1
N230220,BRYAN 7 1,,BRYAN 7,,1
N230221,ROCKDALE 5 1,,ROCKDALE 5,,1
N230222,BRYAN 8 1,,BRYAN 8,,1
N230223,BRYAN 9 1,,BRYAN 9,,1
N230224,COLLEGE STATION 4 1,,COLLEGE STATION 4,,1
N230225,COLLEGE STATION 5 1,,COLLEGE STATION 5,,1
N230226,COLLEGE STATION 6 1,,COLLEGE STATION 6,,1
N230227,SNOOK 5 1,,SNOOK 5,,1
N230228,SOMERVILLE 4 1,,SOMERVILLE 4,,1
N230229,COLLEGE STATION 7 1,,COLLEGE STATION 7,,1
N230230,COLLEGE STATION 8 1,,COLLEGE STATION 8,,1
N230231,COLLEGE STATION 9 1,,COLLEGE STATION 9,,1
N230232,COLLEGE STATION 10 1,,COLLEGE STATION 10,,1
N230233,CALVERT 4 1,,CALVERT 4,,1
N230234,NAVASOTA 5 1,,NAVASOTA 5,,1
N230235,NAVASOTA 5 2,,NAVASOTA 5,,1
N230236,BRYAN 10 1,,BRYAN 10,,1
N230237,COLLEGE STATION 11 1,,COLLEGE STATION 11,,1
N230238,BRYAN 11 1,,BRYAN 11,,1
N230239,BRYAN 12 1,,BRYAN 12,,1
N230240,ROCKDALE 6 1,,ROCKDALE 6,,1
N230241,TEAGUE 3 1,,TEAGUE 3,,1
N230242,MEXIA 2 1,,MEXIA 2,,1
N230243,MEXIA 2 2,,MEXIA 2,,1
N230244,KIRVIN 1 1,,KIRVIN 1,,1
N230245,GROESBECK 4 1,,GROESBECK 4,,1
N230246,KOSSE 4 1,,KOSSE 4,,1
N230247,BREMOND 3 1,,BREMOND 3,,1
N230248,THORNTON 3 1,,THORNTON 3,,1
N230249,BUFFALO 5 1,,BUFFALO 5,,1
N230250,HUNTSVILLE 4 1,,HUNTSVILLE 4,,1
N230251,NEW WAVERLY 7 1,,NEW WAVERLY 7,,1
N230252,HUNTSVILLE 5 1,,HUNTSVILLE 5,,1
N230253,LOVELADY 4 1,,LOVELADY 4,,1
N230254,RIVERSIDE 2 1,,RIVERSIDE 2,,1
N230256,HUNTSVILLE 6 1,,HUNTSVILLE 6,,1
N230257,DONIE 3 1,,DONIE 3,,1
N230258,DONIE 3 2,,DONIE 3,,1
N230259,DONIE 3 3,,DONIE 3,,1
N230260,DONIE 3 4,,DONIE 3,,1
N230261,BRYAN 13 1,,BRYAN 13,,1
N230262,BRYAN 13 2,,BRYAN 13,,1
N230263,FAYETTEVILLE 2 1,,FAYETTEVILLE 2,,1
N230264,FAYETTEVILLE 2 2,,FAYETTEVILLE 2,,1
N230265,FAYETTEVILLE 2 3,,FAYETTEVILLE 2,,1
N230266,FAYETTEVILLE 2 4,,FAYETTEVILLE 2,,1
N230267,FRANKLIN 6 1,,FRANKLIN 6,,1
N230268,FRANKLIN 6 2,,FRANKLIN 6,,1
N230269,FRANKLIN 6 3,,FRANKLIN 6,,1
N230270,FRANKLIN 6 4,,FRANKLIN 6,,1
N230271,FRANKLIN 6 5,,FRANKLIN 6,,1
N230272,FRANKLIN 6 6,,FRANKLIN 6,,1
N230273,MUMFORD 2 1,,MUMFORD 2,,1
N230274,MUMFORD 2 2,,MUMFORD 2,,1
N230275,MUMFORD 2 3,,MUMFORD 2,,1
N230276,MUMFORD 2 4,,MUMFORD 2,,1
N230277,BREMOND 4 1,,BREMOND 4,,1
N230278,BREMOND 4 2,,BREMOND 4,,1
N230279,BREMOND 4 3,,BREMOND 4,,1
N230280,BREMOND 4 4,,BREMOND 4,,1
N230281,BREMOND 4 5,,BREMOND 4,,1
N230282,BREMOND 4 6,,BREMOND 4,,1
N230283,SHIRO 3 1,,SHIRO 3,,1
N230284,SHIRO 3 2,,SHIRO 3,,1
N230285,SHIRO 3 3,,SHIRO 3,,1
N230286,SHIRO 3 4,,SHIRO 3,,1
N230287,SHIRO 3 5,,SHIRO 3,,1
N230288,COLLEGE STATION 12 1,,COLLEGE STATION 12,,1
N230289,COLLEGE STATION 12 2,,COLLEGE STATION 12,,1
